link,nama,keterangan,waktu,text
https://lh3.googleusercontent.com/a/ACg8ocLt-hItX5P3js_wh89p7MMCtRYFepgJ_CwIhxYp41QcqIg2=w36-h36-p-rp-mo-br100,Muhmd Suraji,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjURy0Pk3oT3IAfBjAz47efUMoNml_e16JVJFNa50gmjfSjAjiyv=w36-h36-p-rp-mo-ba3-br100,Daniel Dony,Local Guide · 3 reviews · 93 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocJxHrbgsMoxPG6hvQ3LEwqAh7D4yYqIGSYJXMH6M0943c337g=w36-h36-p-rp-mo-ba3-br100,Petrus Lawapadang,Local Guide · 23 reviews · 29 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVW2g0ghGYYMY7jZ1VR9XV4rWLVf2GKgZgjku2x2q0c1BXCmjEU=w36-h36-p-rp-mo-br100,M. Zulfikar Milus,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWd4EOYhTOFaEtdosizx-E28Eu4jEAfpTGCN9YMeRF6Nx_l9xurxw=w36-h36-p-rp-mo-ba5-br100,Kakek ion,Local Guide · 159 reviews · 515 photos,a year ago,"Neat, comfortable... neat & easy"
https://lh3.googleusercontent.com/a/ACg8ocIqjgkWKugsmYezw9dDKArA1jiw3eHDdtcV4kIhaheDP87I7A=w36-h36-p-rp-mo-br100,Nurul Muthma Inna,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWSGes1MT1-8n7Wh5A9tzWD0hxKRgGR6VlQxi3GAIrzOEY0WQ9f=w36-h36-p-rp-mo-br100,Samiadji Adji,5 reviews · 2 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjULT4TkRYTBqpoc9tAH0NAyDNuGYdDOY56xgpuX5nNVZpy0ai6y=w36-h36-p-rp-mo-ba2-br100,M Luthfie,Local Guide · 13 reviews,a year ago,Panaaaassssss
https://lh3.googleusercontent.com/a/ACg8ocKc6v8lCE0SPyn1vZccvl4apuQJsPgRmvAdUoQwnNZfEI4xgQ=w36-h36-p-rp-mo-ba3-br100,Forking Siahaan,Local Guide · 8 reviews,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVhWQJSzP1uG-J1FkueluomZKOGv3XVKVLdSTZhzKXToIRCkvg=w36-h36-p-rp-mo-ba3-br100,Debi Yulianto,Local Guide · 1 review · 122 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocJDl_WGc-Z-U1OyN8JMN5pEVqvcyileCs6eyvl0R9wu2IPdfw=w36-h36-p-rp-mo-br100,hendri k,21 reviews · 7 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVzfwHwmowJNpydQjvHirTOh8kwEYJOOcGwVEV8MgLJvpoEWLWE=w36-h36-p-rp-mo-br100,Junaid Handicraft,1 review · 13 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVTvbtN3FEV46iLt7sWlmeEj9LVRUeAYMEbMrrzP3lHhpf99co=w36-h36-p-rp-mo-br100,Alung Jw,1 review · 2 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVYvfJI5vb22X_1bxHJ755In_4E2BKTg-exgUdaWPhMsKzlr5k=w36-h36-p-rp-mo-br100,alfansuri hidayat,1 review · 4 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjXEb7xG7kvxcCb4_tneCff-bCorlhfCIIXQFiQAIhSe6MUiIiJB=w36-h36-p-rp-mo-ba3-br100,Adhi Sopian,Local Guide · 34 reviews · 3 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKxtMWkcxFldLvMiPmeiQwVZG4AqP7jUZcDeTJNOcgGqQlqCw=w36-h36-p-rp-mo-ba4-br100,Denny Santoso,Local Guide · 110 reviews · 17 photos,a year ago,mantap bersih nyaman aman
https://lh3.googleusercontent.com/a-/ALV-UjU9KblKn24lwGUw60bnKQ106ZsKF5veiU_OHX2bbHpAeT__Jb-V=w36-h36-p-rp-mo-ba4-br100,Gerry Octariza,Local Guide · 11 reviews · 199 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVKVp_clvsKfu0dnJMFHA-wHwZQOD7Gm7AGOiLaHWDxjwybD7Qa=w36-h36-p-rp-mo-ba4-br100,Bukhari Manaf,Local Guide · 31 reviews · 55 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWstU6CjRRHcka8vfSqKAbDH0sHN1qBj2fkKHAJLanAjKday5c=w36-h36-p-rp-mo-ba4-br100,itoh maulana,Local Guide · 119 reviews · 246 photos,a year ago,"Bandaranya bagus, megah, bersih 😎 …"
https://lh3.googleusercontent.com/a-/ALV-UjUYq0WPFCsSQ3qp2K-frQaFS2PkIktt3VkawQ4mcGErPa48vkqE=w36-h36-p-rp-mo-ba3-br100,anif baedowi,Local Guide · 33 reviews · 4 photos,a year ago,"Bandara Sepinggan sudah waktunya perawatan rutin dilakukan untuk pemeliharaan.

Tapi tetap sebagai bandara yang terkeren di Kalimantan laahhh..."
https://lh3.googleusercontent.com/a/ACg8ocL9CeU42hvfGa7CUNcAknk4w96ArswrhIWyueO3P9PaZmRP8-8=w36-h36-p-rp-mo-br100,Riyan Hendryana,16 reviews · 4 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjXUC4DCrQ9FISTXMiH4VrRoBroqkj7SdBAJGexpGgalrtmr96Vw=w36-h36-p-rp-mo-ba4-br100,Adhi and Family,Local Guide · 82 reviews · 168 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocI4Ulij9cqj5RzCQSfAp1DA5zLi9O2joC8fmBP8KzpsH5txyA=w36-h36-p-rp-mo-br100,Syarif Hidayat,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjW5WLEI6482z99W16Can4X04DqmVuIQRzp7_fqqpqX1xs3-omOK=w36-h36-p-rp-mo-ba2-br100,sandra alliah,Local Guide · 1 review · 1 photo,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVTS5_p4BNfx-u60UGbfhdDd-flW2I10C-AZzZJ55OdmGqKu88=w36-h36-p-rp-mo-ba3-br100,Af Ramadhani,Local Guide · 24 reviews · 12 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocIFoshwltSezXAkayCQXsH3VTDJvSA7W_14k1P0tzsX7t9rqw=w36-h36-p-rp-mo-br100,Obet Tallas,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWZdb7hnxV1ygF3kKoEpR4jbs31c8l8Nk7I6Q0129pf5VJlVl8=w36-h36-p-rp-mo-ba2-br100,Mahyudin,Local Guide · 16 reviews · 18 photos,a year ago,Tertata rapi dilengkapi fasilitas yang 👍 …
https://lh3.googleusercontent.com/a-/ALV-UjWj9je-dPiesR2X2bUyzIIlFbPdeVzL4gGnnCR5prZ1hO3EFadn=w36-h36-p-rp-mo-ba3-br100,Wendy Irawan,Local Guide · 46 reviews · 10 photos,a year ago,Better than I remembered... Since I was here a few years ago
https://lh3.googleusercontent.com/a/ACg8ocKUJv8Yh5v_fnE-Gud-nGmgd-KvDQH-JtEEtkJdM1qtH1zpkw=w36-h36-p-rp-mo-ba3-br100,Muhammad Amril,Local Guide · 47 reviews · 4 photos,a year ago,"Bersih, nyaman dan teratur"
https://lh3.googleusercontent.com/a-/ALV-UjWFwkPu7eHHX-Uk2TzOvfLPrrMRqPJzKZC6IAu0wmW5DkloxrGf=w36-h36-p-rp-mo-ba4-br100,Siti Mutomimah,Local Guide · 32 reviews · 142 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVHdltIbcRmtsl2RHY-OkziazcO2wCh2jMoN4OT788QGN84o8k=w36-h36-p-rp-mo-br100,Ida Ayu Meila Puspita,10 reviews · 9 photos,a year ago,"A nice airport with good facilities around waiting room, clean and comfort"
https://lh3.googleusercontent.com/a-/ALV-UjWV37sM57PsenrDbSNLqd8d3TYPysBrBMHJlrjdt7DlOMY1cz3tcg=w36-h36-p-rp-mo-br100,Lilik Eko P,11 reviews · 6 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVbzYkBdbMwIlnaIn7lw7DCODivS5UqVepO87K3JX3Wle9ZjqA=w36-h36-p-rp-mo-ba5-br100,Jimmy_wr Irena_S_7810,Local Guide · 180 reviews · 342 photos,a year ago,Gate 4
https://lh3.googleusercontent.com/a-/ALV-UjUXHawrXbCHyQQ_1xCQDWrk5nYnL5gs33VS844NJMTOpV8jdgwC=w36-h36-p-rp-mo-ba4-br100,Yuliono,Local Guide · 47 reviews · 66 photos,a year ago,"Bandar udara kelas Internasional tentunya dengan fasilitas yg bagus,ruang tunggu yg bagus dan nyaman...."
https://lh3.googleusercontent.com/a-/ALV-UjUVKPqg01FciK3WSsWOYXLdszXUlPQugoOlsZnmv4cDbG27SdZJ=w36-h36-p-rp-mo-ba3-br100,choirul wachidah,Local Guide · 7 reviews · 18 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjXWz2fsiihEHf_XFTUtf4-AuZHmedpeq1zj_rWb1LwXZGlb0Hum=w36-h36-p-rp-mo-ba5-br100,从卂丂尸尺卂丂,Local Guide · 169 reviews · 198 photos,a year ago,Keren lah.. Bandara internasional kebanggaan Kaltim ini yg bakal jadi IKN
https://lh3.googleusercontent.com/a-/ALV-UjVZBA5gNlrjeEhc8kIm9ZHMSGz4pFlIamTju_HJiwdg09CBeWbgJA=w36-h36-p-rp-mo-ba3-br100,Faris Bariqi,Local Guide · 8 reviews · 10 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVSTSe_CocZevtN5bbNllzkQec_U9Txk7sPZDZ0HIroOM8O60AW=w36-h36-p-rp-mo-br100,avatar sendi,2 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocLemcSvRRnVDaByhP0a29znl2OhXCDo9rFObVq7EBMz_kITsA=w36-h36-p-rp-mo-ba3-br100,arif wibowo,Local Guide · 14 reviews · 17 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVZXK4TCf0fceXC_Y2hcVF5HAwQiqeOFJ7UCfODRHAYrS23vSei=w36-h36-p-rp-mo-br100,Stely Mokoagow,1 review · 1 photo,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKxnRzAo_YQAFlgQd-UbASfpKAA2HO5VUx26wXm6uRAUaDLrw=w36-h36-p-rp-mo-ba2-br100,Rendra Windyanto,Local Guide · 8 reviews · 35 photos,a year ago,Kereeeeeenn...
https://lh3.googleusercontent.com/a-/ALV-UjVUAh-OLRbRCOtkLJX35ILc6uz2YlJc-DQS9mGeHNHgKRn7yZnX=w36-h36-p-rp-mo-ba2-br100,Bang San,Local Guide · 14 reviews,a year ago,Sangat nyaman dan bagus
https://lh3.googleusercontent.com/a-/ALV-UjVFnZcn0En-WEjobXag_A0xHfrz3s9_ewhM8Qft1zumV9FJCqU=w36-h36-p-rp-mo-ba3-br100,Edwin Pratama,Local Guide · 13 reviews · 2 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocJEkafJMEoL2yn3MP1hz1n6cVslo5x-hWV-rXvOKUfyztb_iw=w36-h36-p-rp-mo-br100,Fathur Rohman,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjX1eQu_1krqP8tslzrH_FCSVGnJUPRNtYWajYRoYFKTFr0sJ_N8=w36-h36-p-rp-mo-br100,Aulia Saja,1 review,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVZ88AOOrXWSxm_oR6BclXQtatQTFO6hKTUmj_fhnJvyeTQyVwK=w36-h36-p-rp-mo-br100,ahmad al-khuzaifi,4 reviews,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKW4VlPwiWMYy9LaHIungHogXCUKGUE6Qp_VNdTP5qaBbjz=w36-h36-p-rp-mo-br100,Mariansyah Putra,6 reviews · 1 photo,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUVEazlTF7QWxtjdDRjw9pIM73Hkj9BR59QlkNpA7BpLK8utai2=w36-h36-p-rp-mo-br100,Ahnaf Zuhdi,3 reviews · 8 photos,a year ago,"Petugas pemeriksaan checkpoint sangat kurang hospitalitynya, instruksi yang disampaikan tidak jelas, malah bikin bingung"
https://lh3.googleusercontent.com/a-/ALV-UjWkuJGfgZv8quLexXz3paYGyLMf8hMowBG987KS_i3egtkPwxHdEQ=w36-h36-p-rp-mo-br100,Samudra Jaya,5 reviews · 15 photos,a year ago,Sangat nyaman dan bersih
https://lh3.googleusercontent.com/a/ACg8ocJYBszOCxnAsZvvgr8i1boqFYbKHjB7ajgX6uxWArcMRz4_HA=w36-h36-p-rp-mo-br100,Basri Masse Bas,4 reviews,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUuJevHZm4tfiPDdTBsjkECJ_hAyQpVbj25vvBryyz1_7MfiyU=w36-h36-p-rp-mo-br100,Nursyah Kartantri Arbie,3 reviews,a year ago,👍 …
https://lh3.googleusercontent.com/a/ACg8ocK2AYivl7RkmTVmUETaMFd029kT7fs48WF33Q5s42Re6TIcpg=w36-h36-p-rp-mo-br100,Candra Waluyo,3 reviews · 5 photos,a year ago,Sangat menyenaangkan
https://lh3.googleusercontent.com/a-/ALV-UjWOXNGoW99fwrSWw5Sb0BsGPKkGKvMyUFQ4FwiynJqnbpFrW1M=w36-h36-p-rp-mo-ba3-br100,Lia Roselita,Local Guide · 18 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWVtMN9BFA-pl5fhfXWHF_MktcWDpFU28radNQmuYj2fsuAt1n2=w36-h36-p-rp-mo-ba2-br100,Dian Arianti,Local Guide · 17 reviews · 10 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUGsYiSQCydWBRpP4xjUKFwyZRqSHnCAERBwyYH1TwUGP13Vwqh=w36-h36-p-rp-mo-br100,Muhammad Althaf Hilmi,3 reviews · 4 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjXj2lmuw6lH-yRa6NGZE_y25-plnJgiz_tNSiQ5fx7MHSscW9q-=w36-h36-p-rp-mo-ba4-br100,e agung (suro),Local Guide · 2 reviews · 26 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocLUocTi9pCo6D4CxY4WpmqfP9WOQtt3CnGzrczoz9Bzn0W7XA=w36-h36-p-rp-mo-br100,Bagus NP,2 reviews · 3 photos,a year ago,"Bandara tidak terurus, toilet bnyk yg rusak"
https://lh3.googleusercontent.com/a-/ALV-UjW_kuRVHObQ6_od9iLvAouwHe8ILloZCOhdyuGlbMj7XXO9nNPI=w36-h36-p-rp-mo-ba2-br100,Raffie Rafshanjani,Local Guide · 9 reviews · 27 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKzoYsQEGcxEDeRHvTuj2X5Vy04MDBdy1E0zOY-JN3RHmIVkQ=w36-h36-p-rp-mo-ba3-br100,Nurhayati Tappa,Local Guide · 1 review · 2 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVzeMng90wCAkpoHevipB5Dmuf1w2TH-EtmYTcRlxhlhvihfMa-=w36-h36-p-rp-mo-ba6-br100,Achmad Arifudin,Local Guide · 192 reviews · 624 photos,a year ago,"Sebagai bandara tersibuk di Kalimantan, Fasilitasnya sudah cukup memadai, berlokasi di dekat pusat kota balikpapan"
https://lh3.googleusercontent.com/a-/ALV-UjWNgkFpuMYsI2edF0X53kASgdzN5L0hwDo7hp3x3aL1eOXngCM=w36-h36-p-rp-mo-br100,basri sailor,5 reviews · 3 photos,a year ago,Luar biasa
https://lh3.googleusercontent.com/a-/ALV-UjXlD_I1HgmMTj841XUfSvvKA2gOxFfPb-UZSflyBrEi-ZXHATYb=w36-h36-p-rp-mo-ba3-br100,Decky Gerung,Local Guide · 48 reviews · 11 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUEZm5UWByOEtNO7I97wZobHnJqKdgwL3Kc5Ut0EuKUCXGdyQ4s=w36-h36-p-rp-mo-br100,Dimas Aji Santoso,3 reviews · 4 photos,a year ago,Di luar
https://lh3.googleusercontent.com/a-/ALV-UjWpmg7cSGn6XP6qhnUVQ-OTdgOM2DgZbXzLtgzjx4KV-zsmMBA2=w36-h36-p-rp-mo-ba3-br100,The._. Dy,Local Guide · 6 reviews · 57 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKBwoNgR_PfS4H4Sky0f-lES4pxkKvWyOcf5hJpYPa96lG1uA=w36-h36-p-rp-mo-br100,Nfn Sulistyono,4 reviews,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjV9KE29riNaSis28rlfJLDhYdS_d1sXobTe8UoXuUkJXEVuA5FM=w36-h36-p-rp-mo-ba2-br100,Vivint,Local Guide · 10 reviews · 5 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVKt-06VEIeBfYSF4OPVF-qS5XPlFQnpZLJMwYxyezNXRYIt-Kz=w36-h36-p-rp-mo-ba4-br100,Dimas Nugeraha,Local Guide · 127 reviews · 41 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjU-nVR4SFQr-tncGa0ySiF4cwoMjQi-6c2ExhIDuFJW4hQhRLIl=w36-h36-p-rp-mo-ba4-br100,Mas Pray,Local Guide · 60 reviews · 27 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWRWdziQzoHeTRSqdbz83xCNy4V2EXIxzaYBkFKuJAnEARGA9E=w36-h36-p-rp-mo-ba2-br100,Irfan Irfan,Local Guide · 15 reviews · 5 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjW-L2TpKzbNSHCxAmTVQLnemz5VQZArqqTTPXDCb2KJ_AetA5s=w36-h36-p-rp-mo-br100,Petromax Lentera,21 reviews · 14 photos,a year ago,First time step up my foot in Borneo
https://lh3.googleusercontent.com/a/ACg8ocJkVQuYWY23E0NSKDCZIOcJTJxTg4s1izXjAHfPFJgRj5CJMA=w36-h36-p-rp-mo-br100,Danu Tomi,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUOeJ5WUwHY-LW9wIpAd4iynh5YSpMPQuFBLjKpWAgX3Bne3b4=w36-h36-p-rp-mo-br100,wahyu iswandi,2 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWV4vKCFZSwhXKlfGjkm2TEiSQJkPQOOcKg2dAA08xp1Vf2kf3s=w36-h36-p-rp-mo-ba6-br100,D. Andhi,"Local Guide · 569 reviews · 1,264 photos",a year ago,"Bandaranya besar dan ramai, terlebih lagi dengan adanya pembangunan IKN. Namun flow penumpang agak kurang efektif dan nyaman dan penataannya bisa lebih rapi  lagi."
https://lh3.googleusercontent.com/a-/ALV-UjXNCwNv93_Pr7_ssuQg3VqyXzGZTumMEEGT5A8IP6p_o_mVddyUOw=w36-h36-p-rp-mo-ba2-br100,Fahmi Arif Nurcahyanto_ SDN 012 Sebulu,Local Guide · 17 reviews · 3 photos,a year ago,"Pelayanan bagasi yang gak baik, parfum saya yang mahal diambil, dan charger saya yang harga 500k diambil, sedangkan charger murahan saya dibiarkan saja. Kerugian saya mencapai 1juta, tas saya diacak-acak gak beraturan, sekali lagi kalau barang saya hilang gitu, ku tuntut jalur hukum"
https://lh3.googleusercontent.com/a/ACg8ocI8qg0lHOR9UwBUBh4_x53-A1M3DCSrZkuGOLxgWWJGdaM0rQ=w36-h36-p-rp-mo-br100,Wahyudi Wahyu,2 reviews,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUeNSz53ze9NuGJHMDsjnZqJzFLKzD9a37MYtUS3zqIv0Fhai3C=w36-h36-p-rp-mo-br100,Fajar Subuh,10 reviews · 7 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKqifimlA4ZGLErwIWc3sIo39t1cbfGff83Kw1RO3wh4sx7vw=w36-h36-p-rp-mo-br100,Ariel Citorus,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjU-CzgmNJlAjpbZhxCKD_SXP4-iCQLHdNzJTdlWMYneV3ZSlR0=w36-h36-p-rp-mo-ba3-br100,Marlina Mukhlis,Local Guide · 54 reviews,a year ago,Seru banget dulu saya dulu pesan ticket lion jt 675 dari sultan aji muhammad sulaiman menuju makassar sultan hasanuddin mantap
https://lh3.googleusercontent.com/a-/ALV-UjUHa4daHP7xnEEIcGIpBRwEINEZ15sHGr1TfSb_JADoMuaSkyW3=w36-h36-p-rp-mo-ba2-br100,kreshna aditama,Local Guide · 14 reviews · 1 photo,a year ago,Sll beli tiket kereta bandara jauh2 hari sebelum habis
https://lh3.googleusercontent.com/a-/ALV-UjV0JI1k5EdKalxwYaAIkKvW0jLET1faKxXd-t5ASvYq4l32wrg=w36-h36-p-rp-mo-br100,Ahmad Lubaid,5 reviews · 5 photos,a year ago,A big airport
https://lh3.googleusercontent.com/a-/ALV-UjXlWyZDR7td18cQZPU0ukINGvATjAInUGYORvG-l0IvL3q-9hmU=w36-h36-p-rp-mo-ba4-br100,Memet Malo,Local Guide · 149 reviews · 14 photos,a year ago,Cukup bagus
https://lh3.googleusercontent.com/a-/ALV-UjV0j4FfSNuqh50amJrkc7lNh9dkY4YEQLScq40u_zyfqrX_2KPr=w36-h36-p-rp-mo-ba5-br100,Satria Arief Wicaksana,Local Guide · 477 reviews · 388 photos,a year ago,a step to unman airport
https://lh3.googleusercontent.com/a-/ALV-UjXdoRKKQWq-pv5Mr9txMuLVfUcdwb2BIhU129Radjh4efXvoxzz=w36-h36-p-rp-mo-ba2-br100,Heri Santoso,Local Guide · 7 reviews · 20 photos,a year ago,Bagus
https://lh3.googleusercontent.com/a-/ALV-UjU1mfqAGL51wm7_aQpYZ9xFEkRptIplkP94D0HLxgL1FNP3sTpl=w36-h36-p-rp-mo-br100,Agus Rahmadani,97 reviews,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocLJ2vcNWrq8UvfmXxGVL5je-pzS9cA1KtTpBvNBZg7lOohPtA=w36-h36-p-rp-mo-ba3-br100,anthong junaidi,Local Guide · 59 reviews · 25 photos,a year ago,"Minim kursi tempat duduk diarea kedatangan, petugas trolley sangat tidak ramah, trolley lagi didudukin langsung diambil."
https://lh3.googleusercontent.com/a-/ALV-UjWnWLkgtvXez73uHzgTQstr60HuI8qG5wInMrWelfLrAai6V90g=w36-h36-p-rp-mo-ba4-br100,Akhmad Naufal Ramadhani,Local Guide · 107 reviews · 316 photos,a year ago,"Baru sampai di terminal keberangkatan rasanya mau secepatnya masuk ruang tunggu. Panas.

Ruang tunggu nyaman, adem, kursi tiap gate cukup banyak."
https://lh3.googleusercontent.com/a-/ALV-UjXRRk_v78aPw5wD6zRAy9n0S7tC6o8dSaR70p_QiFTOWF-yLRrHLw=w36-h36-p-rp-mo-ba8-br100,Siska Frey,"Local Guide · 997 reviews · 23,550 photos",a year ago,"Beautiful and clean airport, but the temperature on check in area so hot like no air conditioner there. Pls we need more air conditioner here."
https://lh3.googleusercontent.com/a/ACg8ocKmxp_XQ8ECKUc_UoQILrYd8y3FzEnmdv-wGlyESP82H-l5VQ=w36-h36-p-rp-mo-br100,Nila Anikin,4 reviews,a year ago,"1. Kursi ruang tunggu terlalu sedikit
2. Drop bagasi dan check in tidak efektif, ribet, dan menyusahkan penumpang. Mungkin akan lebih parah ketika momen momen tertentu seperti arus mudik
3. Papan informasi terlalu sedikit"
https://lh3.googleusercontent.com/a-/ALV-UjX5jmMAkW5LVUeqADfAm4dtFg0jbgE4MkQLX5Rxg41ZmWYzeB5a=w36-h36-p-rp-mo-ba6-br100,Adi Anggara,Local Guide · 349 reviews · 124 photos,a year ago,lebih murah ketimbang bandara sebelah
https://lh3.googleusercontent.com/a-/ALV-UjWxdkMbbvg539j06vFyePPwtRYLYI96zM4-3Lyf24EYzWNNWkk=w36-h36-p-rp-mo-br100,Bayu Anggoro,9 reviews · 10 photos,a year ago,"Agak bikin repot ya. Line mobil 1-2 yang dekat dengan sisi bandara hanya bisa diakses ""orang khusus"". Padahal itu yang ada kanopinya. Jadi penumpang bisa kehujanan/kepanasan saat tiba di bandara, karena line Mobilnya jauh dan terbuka.
Check in dengan bagasi ukuran sedikit besar dan transit, harus check in dulu, baru naruh bagasi di lokasi lain. Apakah bisa diatur agar lebih efisien dan memudahkan passenger?
Secara umum tidak nyaman untuk keberangkatan, dan belum ada improvement juga."
https://lh3.googleusercontent.com/a-/ALV-UjXq-wNPYW9y7rtrEqeRT1dQzN8rv3CvpeS4LmbrsuQ76JRUVsql=w36-h36-p-rp-mo-ba3-br100,Ridwan Sanjaya,Local Guide · 24 reviews · 40 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUZ-RM1pjgSUPw9BQOSIPJ2YeKeSFTG61S2WRyXtV8DaoSNEI86=w36-h36-p-rp-mo-ba4-br100,Ruliandy Al zaini,Local Guide · 79 reviews · 97 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocJiijRV77WM9XLtmP0SJe_ZIHj6F_PYJ3zNgPZmBN3o_s1EsQ=w36-h36-p-rp-mo-br100,Adriani Adriani,,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjU51fC4AbWulBaKcslJAmC3FgmF0yIg0xRluk1WjUWgcrm9foy9=w36-h36-p-rp-mo-ba4-br100,Surya Hisyam,Local Guide · 94 reviews · 3 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocL0xW4Efg1_PaS9_BY3gakXRT-BclWoupXqidPzaEV1EyN3GA=w36-h36-p-rp-mo-br100,Fitriani Fitriani,2 reviews,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjVenM9QafheksuY1DbbUwmefg9Q1UUn7oOd1t73U7Xhh4S5uvg=w36-h36-p-rp-mo-br100,jimmy kay motu,1 review,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjWtokhcphkjaY3AKyW4fb4MjqFzwFnpxrrj-IoOc-9S3by_chDj=w36-h36-p-rp-mo-ba4-br100,Cahyadi Zuli,Local Guide · 6 reviews · 19 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUs-XUhTyMudleNuxUcQM-Qy-JhsZyFVUDD6fEGrWcXsl84fgxQ=w36-h36-p-rp-mo-br100,Eni Mardiana,1 review,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKvL8yGPXwiREatgvOUwIOUTB7ySFctWu3WkGxS71o8UjDTrA=w36-h36-p-rp-mo-br100,Bayu Wibowo,4 reviews · 3 photos,a year ago,"Tolong manfaat kan Air Conditioner dengan maksimal, bandara sebesar ini sprti tidak ada AC nya, panas basah kuyup bekeringat di dalam bandara ini, dulu nyaman makin ksini kok jd bgini"
https://lh3.googleusercontent.com/a-/ALV-UjVZyXrzP4r5oSJs4W0xgZ40OC2j31fEouiiGkapOYxCLsj0tjlCYg=w36-h36-p-rp-mo-ba4-br100,Central Walet Samuda (Gυѕtу Edιу),Local Guide · 45 reviews · 52 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjXkOqucnFyjM6ZI_QUG1hDIeQE1TquHWxV4LrpxU9fG-m8sdVQ08w=w36-h36-p-rp-mo-ba3-br100,Muhammad Medika,Local Guide · 5 reviews · 3 photos,a year ago,
https://lh3.googleusercontent.com/a-/ALV-UjUy6xca_TttceiUx6mEgYhf6Fm3AE23YpiXMXPHeEXJxhnN14_v=w36-h36-p-rp-mo-ba4-br100,Adi Purwanto,Local Guide · 73 reviews · 59 photos,a year ago,Mantap
https://lh3.googleusercontent.com/a-/ALV-UjUqfDlTrbCB8LJQGcZnu3peVFCI7WcfEAcWPJKGIDpFS8PtaOZS=w36-h36-p-rp-mo-br100,Indrajati Hanugrahadi,1 review · 46 photos,a year ago,
https://lh3.googleusercontent.com/a/ACg8ocKXa5Sp1STwxG2VbH4ZrQy0qX6kScRPnQe0aM84-Y7t2rKevg=w36-h36-p-rp-mo-br100,Widianto Widianto,1 review · 10 photos,a year ago,
